age,body_type,diet,drinks,drugs,height,sex,smokes
26,a little extra,anything,socially,sometimes,68.0,m,no
19,average,anything,socially,never,67.0,f,no
42,average,other,not at all,sometimes,63.0,f,no
54,used up,anything,socially,never,68.0,f,no
46,average,anything,socially,never,75.0,m,no
26,thin,anything,socially,never,72.0,m,no
33,average,vegetarian,often,sometimes,71.0,m,sometimes
24,used up,anything,socially,sometimes,69.0,m,sometimes
42,average,anything,socially,never,72.0,m,no
32,average,anything,socially,never,70.0,m,no
33,athletic,anything,socially,never,70.0,m,when drinking
59,athletic,anything,socially,never,72.0,m,no
25,curvy,anything,socially,sometimes,72.0,m,no
32,fit,anything,socially,never,64.0,f,no
34,average,anything,socially,never,62.0,f,no
25,athletic,vegetarian,socially,never,72.0,m,no
27,average,anything,socially,sometimes,71.0,m,no
35,thin,anything,socially,never,65.0,f,no
28,average,anything,socially,never,67.0,f,no
35,curvy,anything,socially,never,67.0,f,no
25,average,anything,often,never,66.0,f,no
33,average,anything,socially,never,61.0,f,no
25,fit,anything,socially,never,72.0,m,no
33,athletic,other,socially,sometimes,69.0,m,no
34,average,anything,socially,never,67.0,m,no
65,athletic,vegetarian,socially,never,63.0,f,no
30,average,anything,socially,sometimes,63.0,f,sometimes
30,curvy,anything,socially,never,69.0,f,no
22,fit,vegetarian,socially,never,73.0,m,no
49,average,anything,often,never,68.0,m,no
25,average,anything,socially,often,71.0,m,sometimes
28,average,anything,socially,never,60.0,f,no
30,thin,anything,socially,never,65.0,f,when drinking
57,fit,anything,socially,never,65.0,f,no
30,curvy,anything,socially,never,63.0,f,no
19,athletic,anything,not at all,never,70.0,m,no
24,thin,vegetarian,socially,sometimes,69.0,f,yes
19,fit,anything,socially,never,73.0,m,sometimes
22,average,anything,socially,sometimes,65.0,f,yes
24,average,anything,not at all,never,67.0,m,no
25,curvy,anything,socially,never,66.0,f,no
30,athletic,anything,socially,never,66.0,m,sometimes
22,jacked,other,not at all,never,76.0,m,no
26,fit,anything,socially,never,65.0,f,no
52,a little extra,anything,socially,never,59.0,f,no
42,athletic,anything,socially,never,69.0,m,no
34,average,vegetarian,socially,never,63.0,f,no
41,fit,anything,socially,never,69.0,m,no
43,athletic,other,socially,never,71.0,m,no
28,athletic,anything,socially,never,70.0,m,no
63,average,anything,socially,never,74.0,m,no
21,fit,anything,socially,never,62.0,f,no
26,average,anything,socially,never,67.0,m,no
25,average,anything,socially,never,67.0,f,no
59,overweight,anything,socially,never,65.0,f,no
33,athletic,vegetarian,socially,never,67.0,f,no
25,athletic,anything,socially,never,74.0,m,no
27,average,anything,socially,never,71.0,m,sometimes
30,thin,anything,socially,sometimes,74.0,m,no
32,average,anything,socially,never,68.0,m,no
26,fit,anything,socially,never,71.0,m,no
28,athletic,anything,very often,sometimes,74.0,m,no
26,fit,vegetarian,socially,never,63.0,f,no
29,average,anything,socially,never,73.0,m,no
60,average,other,socially,never,65.0,f,no
26,fit,anything,socially,never,71.0,m,no
34,athletic,anything,socially,never,69.0,m,no
30,fit,vegetarian,socially,never,66.0,f,no
35,athletic,anything,socially,never,66.0,f,no
42,skinny,anything,socially,never,67.0,f,no
30,curvy,anything,socially,never,64.0,f,no
33,full figured,anything,often,sometimes,66.0,f,when drinking
26,athletic,vegetarian,socially,sometimes,62.0,f,sometimes
27,athletic,anything,socially,never,69.0,m,no
28,athletic,anything,socially,never,67.0,m,no
32,average,anything,not at all,never,72.0,m,no
42,average,anything,socially,never,68.0,m,when drinking
35,skinny,anything,socially,never,68.0,m,no
29,athletic,anything,socially,never,70.0,m,no
21,athletic,anything,socially,never,74.0,m,no
24,fit,anything,socially,never,71.0,m,no
31,average,anything,socially,often,69.0,m,sometimes
26,athletic,anything,socially,never,68.0,m,no
35,athletic,anything,socially,never,67.0,f,no
30,thin,anything,socially,never,62.0,f,no
23,thin,anything,socially,never,69.0,f,no
29,average,anything,socially,never,70.0,m,no
48,athletic,vegetarian,rarely,never,76.0,m,no
38,average,anything,socially,never,65.0,f,when drinking
46,full figured,anything,rarely,never,66.0,f,no
26,average,anything,socially,never,72.0,m,no
51,fit,vegetarian,socially,never,73.0,m,no
38,average,vegetarian,rarely,never,67.0,f,no
43,fit,vegan,rarely,sometimes,66.0,f,no
38,athletic,anything,socially,never,65.0,f,no
42,fit,anything,often,never,71.0,m,no
26,athletic,anything,socially,never,72.0,f,no
25,athletic,anything,socially,never,69.0,m,no
34,fit,other,not at all,never,69.0,f,no
35,fit,anything,rarely,never,67.0,m,no
20,skinny,anything,socially,never,74.0,m,when drinking
21,average,anything,socially,sometimes,68.0,f,no
43,athletic,anything,socially,never,66.0,f,no
22,curvy,anything,socially,never,64.0,f,no
37,fit,anything,socially,never,66.0,f,no
44,full figured,anything,socially,never,65.0,f,no
43,fit,anything,socially,sometimes,68.0,m,no
28,fit,anything,socially,never,74.0,m,no
33,average,anything,socially,never,71.0,m,no
40,thin,anything,socially,sometimes,72.0,m,no
24,curvy,anything,socially,never,64.0,f,no
57,fit,anything,socially,sometimes,67.0,f,no
22,thin,anything,socially,never,62.0,f,sometimes
23,fit,anything,socially,never,69.0,m,no
32,athletic,anything,socially,never,72.0,m,no
35,average,anything,socially,never,68.0,m,no
24,fit,anything,socially,never,66.0,m,no
30,curvy,anything,socially,never,64.0,f,when drinking
18,a little extra,anything,socially,never,66.0,f,no
28,average,anything,socially,never,70.0,m,yes
52,average,anything,socially,never,72.0,m,no
21,average,vegetarian,often,sometimes,67.0,f,yes
30,fit,anything,socially,never,69.0,m,no
34,athletic,anything,socially,never,71.0,m,no
31,average,anything,often,never,64.0,f,no
27,athletic,anything,socially,never,78.0,m,no
41,fit,vegan,socially,never,70.0,m,no
26,athletic,anything,socially,sometimes,73.0,m,yes
19,athletic,anything,socially,never,65.0,f,no
25,athletic,anything,socially,never,67.0,f,no
29,skinny,anything,socially,sometimes,64.0,f,no
21,skinny,anything,socially,sometimes,67.0,m,no
22,fit,anything,socially,sometimes,71.0,m,no
26,thin,anything,socially,never,68.0,m,no
34,overweight,vegetarian,socially,never,68.0,f,when drinking
35,a little extra,anything,socially,never,75.0,m,no
25,athletic,other,socially,never,70.0,m,no
32,fit,anything,often,never,65.0,f,when drinking
28,thin,vegetarian,rarely,never,60.0,f,no
25,athletic,anything,socially,never,66.0,m,no
39,average,anything,not at all,never,66.0,m,no
38,athletic,anything,socially,never,71.0,m,no
28,average,anything,socially,sometimes,70.0,m,sometimes
23,average,anything,socially,never,68.0,f,no
27,thin,anything,socially,never,62.0,f,no
40,thin,anything,socially,never,63.0,f,no
27,average,anything,rarely,never,66.0,m,no
22,athletic,anything,socially,never,67.0,m,no
28,athletic,anything,socially,never,67.0,m,no
30,fit,anything,socially,never,64.0,f,no
34,average,anything,rarely,never,68.0,m,no
25,average,anything,socially,sometimes,72.0,f,yes
33,average,vegan,rarely,never,73.0,f,no
28,curvy,anything,socially,never,61.0,f,no
20,average,kosher,socially,sometimes,70.0,f,sometimes
39,average,anything,often,never,64.0,f,no
36,full figured,anything,socially,never,61.0,f,no
23,a little extra,anything,rarely,never,69.0,f,no
27,skinny,anything,socially,never,62.0,f,no
29,fit,anything,socially,never,74.0,m,no
32,fit,anything,socially,never,67.0,m,no
42,fit,anything,socially,never,64.0,f,no
31,fit,anything,socially,never,69.0,f,no
25,average,anything,often,sometimes,63.0,f,no
38,fit,anything,socially,never,62.0,f,no
35,average,anything,socially,never,63.0,f,no
31,thin,anything,socially,never,72.0,m,no
27,thin,anything,socially,never,66.0,f,no
62,average,anything,not at all,never,67.0,m,no
32,fit,anything,often,often,73.0,m,sometimes
31,average,anything,socially,never,72.0,m,no
28,thin,anything,often,sometimes,70.0,m,no
22,fit,anything,socially,never,68.0,m,sometimes
41,curvy,vegetarian,socially,never,67.0,f,no
63,a little extra,anything,often,never,63.0,f,no
24,average,anything,socially,never,62.0,f,when drinking
28,thin,anything,often,never,62.0,f,yes
22,fit,anything,not at all,never,64.0,f,yes
23,full figured,anything,rarely,never,69.0,f,no
33,thin,anything,socially,never,74.0,m,no
46,full figured,anything,socially,never,65.0,f,when drinking
28,thin,vegetarian,rarely,never,60.0,f,no
35,average,anything,socially,never,65.0,f,no
38,thin,anything,socially,never,64.0,f,no
37,fit,anything,socially,sometimes,64.0,f,sometimes
31,fit,anything,socially,never,68.0,f,no
33,overweight,anything,rarely,never,70.0,m,sometimes
21,athletic,anything,socially,never,71.0,m,trying to quit
25,athletic,anything,often,never,70.0,m,no
61,average,vegetarian,not at all,never,65.0,f,no
25,fit,anything,socially,never,67.0,m,no
23,thin,anything,socially,sometimes,70.0,m,no
23,average,anything,socially,never,67.0,f,no
59,fit,anything,not at all,never,76.0,m,trying to quit
23,average,anything,socially,never,66.0,f,no
50,fit,anything,often,sometimes,72.0,m,no
56,average,other,not at all,never,73.0,m,no
29,fit,anything,socially,never,72.0,m,sometimes
25,curvy,vegetarian,often,sometimes,71.0,f,no
21,a little extra,anything,socially,never,66.0,f,no
21,thin,anything,socially,sometimes,63.0,f,when drinking
23,fit,anything,socially,never,64.0,f,no
48,athletic,anything,socially,never,74.0,m,no
20,average,anything,socially,never,62.0,f,no
21,curvy,anything,socially,often,62.0,f,no
30,athletic,anything,socially,never,68.0,m,no
24,fit,anything,socially,never,73.0,m,no
28,average,anything,socially,never,70.0,m,no
45,fit,anything,socially,never,65.0,f,no
29,fit,anything,socially,never,63.0,f,no
35,skinny,anything,socially,never,65.0,f,no
36,fit,anything,socially,never,69.0,f,no
27,thin,anything,socially,never,63.0,f,no
32,average,anything,socially,never,73.0,m,no
33,skinny,anything,socially,sometimes,73.0,m,no
29,average,anything,socially,never,71.0,m,no
32,fit,anything,often,often,74.0,m,when drinking
33,average,anything,often,never,66.0,m,no
41,fit,vegetarian,not at all,never,65.0,f,no
34,a little extra,other,not at all,never,71.0,m,no
39,average,vegetarian,socially,never,66.0,f,no
31,fit,anything,socially,sometimes,70.0,m,no
28,athletic,anything,socially,never,70.0,m,no
31,fit,anything,socially,never,70.0,m,no
22,fit,anything,socially,never,67.0,m,no
24,jacked,anything,rarely,never,71.0,m,no
18,a little extra,anything,not at all,never,72.0,m,no
24,fit,anything,often,never,68.0,m,no
30,average,anything,socially,never,70.0,m,no
24,curvy,vegetarian,socially,never,63.0,f,no
30,skinny,anything,rarely,never,69.0,m,no
24,fit,anything,often,never,74.0,m,sometimes
55,fit,anything,socially,never,65.0,f,no
42,athletic,vegetarian,socially,never,67.0,m,no
34,thin,anything,socially,never,69.0,f,no
32,thin,anything,often,never,71.0,m,no
47,fit,vegetarian,not at all,never,68.0,m,no
28,average,anything,socially,never,71.0,m,no
27,athletic,anything,often,sometimes,69.0,m,no
29,athletic,anything,socially,never,74.0,m,no
42,average,anything,socially,never,65.0,f,sometimes
30,athletic,anything,often,sometimes,73.0,m,trying to quit
28,average,anything,socially,never,69.0,m,no
55,average,anything,socially,never,68.0,m,no
62,thin,anything,rarely,never,66.0,f,no
39,average,anything,socially,never,67.0,m,no
30,athletic,anything,rarely,sometimes,70.0,m,sometimes
53,thin,anything,socially,sometimes,64.0,f,no
26,fit,anything,socially,never,68.0,m,no
29,a little extra,anything,socially,never,73.0,m,no
39,thin,anything,socially,never,62.0,f,no
27,athletic,anything,not at all,never,71.0,m,sometimes
63,full figured,anything,rarely,never,64.0,f,no
51,fit,anything,not at all,never,65.0,f,no
24,fit,anything,desperately,never,72.0,m,no
34,fit,anything,socially,sometimes,65.0,f,when drinking
22,curvy,anything,socially,never,65.0,f,no
30,a little extra,anything,not at all,never,69.0,m,no
33,fit,anything,socially,never,68.0,m,no
26,a little extra,anything,not at all,never,65.0,m,no
22,fit,anything,socially,sometimes,71.0,m,no
25,average,anything,not at all,never,71.0,m,no
23,average,anything,not at all,never,73.0,m,sometimes
28,curvy,anything,socially,never,62.0,f,no
51,average,anything,socially,never,67.0,f,no
30,thin,anything,rarely,never,60.0,f,no
29,thin,anything,socially,never,62.0,f,no
56,thin,vegetarian,socially,never,60.0,f,no
22,a little extra,vegetarian,often,sometimes,63.0,f,when drinking
22,curvy,anything,socially,never,64.0,f,when drinking
31,curvy,vegetarian,socially,never,66.0,f,no
25,thin,vegetarian,socially,sometimes,70.0,m,no
24,thin,anything,often,often,73.0,m,yes
42,curvy,anything,socially,sometimes,69.0,f,no
33,curvy,anything,socially,never,60.0,f,no
23,curvy,anything,rarely,never,65.0,f,no
32,athletic,anything,socially,never,64.0,f,no
31,fit,anything,rarely,never,67.0,m,no
31,fit,anything,socially,never,72.0,f,yes
30,curvy,anything,often,sometimes,71.0,f,no
37,average,anything,socially,never,64.0,f,no
28,average,vegetarian,socially,never,67.0,f,no
23,athletic,vegetarian,socially,never,70.0,f,no
27,athletic,anything,socially,never,65.0,f,no
59,fit,anything,socially,never,65.0,f,no
39,curvy,anything,socially,never,65.0,f,no
31,jacked,anything,socially,sometimes,67.0,f,yes
19,thin,other,socially,sometimes,64.0,f,yes
21,skinny,anything,often,sometimes,72.0,m,yes
46,athletic,other,rarely,never,73.0,m,no
23,thin,anything,socially,never,66.0,f,no
30,fit,anything,socially,never,58.0,f,no
24,curvy,anything,socially,never,62.0,f,no
28,skinny,anything,socially,never,65.0,f,no
36,fit,anything,socially,never,72.0,m,no
29,average,anything,socially,sometimes,68.0,m,when drinking
36,athletic,anything,socially,never,66.0,m,no
42,fit,anything,socially,never,72.0,m,no
36,fit,anything,socially,sometimes,71.0,m,no
37,average,anything,not at all,never,64.0,f,no
33,average,anything,socially,never,65.0,f,sometimes
25,average,anything,rarely,sometimes,70.0,m,trying to quit
25,skinny,vegetarian,often,never,71.0,m,no
26,fit,anything,socially,never,63.0,f,no
27,thin,anything,socially,never,63.0,f,no
39,fit,anything,socially,never,65.0,f,no
20,curvy,other,rarely,never,67.0,f,sometimes
34,curvy,anything,socially,never,63.0,f,no
21,fit,anything,socially,never,70.0,m,no
35,average,anything,socially,never,71.0,m,no
29,thin,anything,socially,never,73.0,m,no
43,fit,anything,socially,never,64.0,f,no
29,fit,anything,socially,never,64.0,f,no
33,curvy,anything,socially,never,64.0,f,no
36,curvy,vegetarian,rarely,never,67.0,f,no
40,fit,anything,socially,never,64.0,f,no
54,athletic,anything,socially,never,68.0,m,no
49,fit,anything,socially,never,75.0,m,no
34,thin,vegetarian,socially,never,66.0,f,trying to quit
28,average,anything,socially,never,64.0,f,no
22,jacked,other,desperately,never,67.0,f,when drinking
38,fit,anything,not at all,never,65.0,f,no
25,skinny,anything,socially,never,64.0,f,no
41,fit,anything,rarely,never,63.0,f,no
23,average,other,socially,never,62.0,f,no
29,fit,anything,socially,never,71.0,m,no
24,curvy,other,socially,never,64.0,f,when drinking
25,average,anything,socially,never,61.0,f,no
48,curvy,anything,socially,never,64.0,f,no
23,average,anything,socially,sometimes,66.0,f,no
28,fit,anything,often,sometimes,65.0,f,no
19,athletic,anything,socially,never,67.0,f,no
21,average,anything,socially,sometimes,57.0,f,no
28,fit,anything,socially,sometimes,66.0,f,sometimes
32,skinny,vegetarian,socially,never,78.0,m,no
35,thin,anything,socially,never,75.0,m,no
31,fit,vegetarian,socially,never,67.0,f,no
32,athletic,anything,socially,never,75.0,m,trying to quit
36,fit,anything,socially,never,72.0,m,trying to quit
24,average,anything,socially,sometimes,71.0,m,no
27,athletic,anything,socially,never,72.0,m,no
31,average,anything,socially,never,73.0,m,when drinking
23,thin,anything,socially,sometimes,70.0,m,when drinking
34,fit,vegetarian,rarely,never,66.0,m,no
26,a little extra,anything,socially,sometimes,69.0,m,yes
27,average,anything,socially,never,68.0,m,sometimes
25,thin,anything,often,never,72.0,m,sometimes
41,average,anything,socially,never,64.0,f,no
26,fit,anything,socially,never,70.0,m,no
26,athletic,anything,often,never,73.0,m,no
27,fit,anything,socially,never,63.0,f,no
29,curvy,vegetarian,rarely,sometimes,68.0,f,trying to quit
21,curvy,anything,socially,never,65.0,f,when drinking
33,curvy,anything,socially,never,65.0,f,no
32,skinny,anything,socially,sometimes,72.0,m,sometimes
24,athletic,vegetarian,rarely,never,67.0,f,no
25,fit,anything,often,sometimes,66.0,f,no
68,fit,vegan,socially,never,64.0,f,no
19,average,anything,socially,sometimes,65.0,f,no
26,fit,vegetarian,socially,never,63.0,f,no
26,average,other,rarely,never,64.0,f,no
58,thin,anything,socially,never,62.0,f,trying to quit
41,average,anything,socially,never,64.0,f,no
22,skinny,vegan,not at all,never,63.0,f,trying to quit
32,thin,anything,socially,never,65.0,f,no
25,average,anything,socially,never,63.0,f,no
36,average,anything,socially,never,67.0,f,no
46,athletic,anything,socially,never,69.0,m,no
51,fit,anything,socially,sometimes,69.0,m,no
30,athletic,anything,often,sometimes,73.0,m,sometimes
24,athletic,anything,socially,sometimes,70.0,m,no
31,thin,anything,socially,never,62.0,f,no
43,average,vegetarian,not at all,never,70.0,m,no
37,average,anything,socially,never,72.0,m,when drinking
22,a little extra,vegetarian,socially,never,65.0,f,yes
26,average,anything,socially,never,66.0,f,no
33,curvy,anything,socially,never,60.0,f,no
23,curvy,vegetarian,often,never,61.0,f,no
41,a little extra,other,rarely,never,62.0,f,no
25,fit,vegetarian,socially,sometimes,61.0,f,no
24,athletic,anything,socially,never,69.0,m,no
32,average,anything,often,sometimes,67.0,m,sometimes
31,fit,anything,socially,never,69.0,m,when drinking
22,thin,vegetarian,socially,never,66.0,f,no
39,fit,anything,socially,never,69.0,f,no
21,athletic,vegetarian,socially,sometimes,72.0,f,no
35,skinny,anything,socially,never,69.0,f,no
27,skinny,anything,socially,never,66.0,f,sometimes
45,fit,anything,socially,never,64.0,f,no
29,curvy,other,socially,never,64.0,f,no
20,a little extra,anything,socially,sometimes,72.0,m,yes
36,fit,anything,socially,never,65.0,f,no
23,thin,anything,socially,never,67.0,f,no
32,curvy,vegetarian,often,sometimes,65.0,f,when drinking
29,fit,anything,socially,never,64.0,f,no
26,full figured,anything,socially,never,61.0,f,no
29,fit,anything,socially,never,73.0,m,no
25,athletic,anything,socially,sometimes,72.0,m,when drinking
32,athletic,vegetarian,socially,never,71.0,m,no
29,curvy,vegan,socially,sometimes,68.0,f,no
33,thin,anything,socially,never,67.0,f,no
32,average,anything,socially,never,62.0,f,sometimes
24,curvy,vegan,socially,sometimes,67.0,f,no
29,average,anything,socially,never,72.0,m,no
24,average,anything,rarely,never,63.0,f,no
26,athletic,anything,socially,sometimes,66.0,m,no
27,fit,anything,not at all,never,62.0,f,no
24,curvy,anything,rarely,never,66.0,f,no
27,average,other,socially,sometimes,65.0,f,sometimes
35,athletic,anything,socially,never,67.0,m,no
29,fit,anything,socially,never,68.0,m,no
34,thin,anything,often,often,71.0,f,when drinking
32,curvy,anything,socially,never,68.0,f,no
36,average,anything,socially,never,68.0,f,no
36,athletic,vegetarian,socially,never,71.0,m,no
22,athletic,other,socially,never,65.0,m,when drinking
28,athletic,anything,socially,never,72.0,m,no
36,curvy,anything,often,never,72.0,f,no
18,average,other,not at all,never,66.0,f,no
20,average,anything,socially,never,71.0,m,no
24,average,anything,socially,sometimes,72.0,m,sometimes
31,athletic,anything,rarely,never,65.0,m,no
29,full figured,anything,often,sometimes,67.0,f,yes
33,fit,anything,socially,never,67.0,f,no
39,athletic,anything,socially,sometimes,70.0,m,no
51,athletic,vegetarian,rarely,never,63.0,f,no
28,fit,vegetarian,socially,never,67.0,f,no
33,a little extra,anything,socially,never,72.0,m,no
28,jacked,anything,socially,never,74.0,m,when drinking
35,fit,vegetarian,socially,never,68.0,f,no
27,jacked,anything,socially,never,70.0,m,no
38,fit,anything,not at all,never,69.0,m,no
20,average,anything,rarely,never,63.0,f,no
56,curvy,anything,socially,never,63.0,f,no
36,fit,anything,socially,never,69.0,m,no
30,fit,anything,socially,sometimes,69.0,f,when drinking
25,a little extra,anything,not at all,never,63.0,f,no
59,a little extra,anything,socially,never,75.0,m,no
22,fit,anything,socially,never,73.0,m,no
26,skinny,anything,rarely,never,68.0,m,no
45,average,anything,socially,never,67.0,m,no
37,thin,anything,socially,never,76.0,m,no
34,average,anything,socially,sometimes,69.0,m,no
20,skinny,anything,socially,never,63.0,f,no
35,average,anything,socially,never,66.0,m,no
40,average,anything,rarely,never,74.0,m,no
33,fit,other,socially,never,68.0,f,no
26,thin,anything,socially,never,62.0,f,no
27,fit,anything,often,never,68.0,m,no
39,average,vegetarian,socially,sometimes,67.0,m,no
40,fit,vegetarian,socially,never,64.0,f,no
33,fit,anything,socially,never,69.0,f,no
32,average,vegetarian,often,never,65.0,f,no
25,average,anything,often,never,78.0,m,when drinking
28,average,anything,rarely,never,65.0,m,no
27,fit,anything,socially,sometimes,69.0,m,no
53,fit,anything,socially,never,74.0,m,no
23,thin,anything,socially,never,69.0,f,no
37,fit,anything,socially,never,66.0,f,no
40,average,anything,socially,never,67.0,f,no
25,athletic,anything,socially,never,71.0,m,no
30,skinny,anything,socially,never,69.0,f,no
27,athletic,anything,socially,never,68.0,m,no
59,overweight,anything,often,never,70.0,m,no
23,average,other,rarely,never,72.0,m,no
27,average,vegan,socially,sometimes,71.0,m,no
26,used up,vegetarian,socially,sometimes,71.0,m,no
39,athletic,anything,socially,never,71.0,m,no
33,a little extra,anything,socially,never,68.0,m,sometimes
29,average,anything,socially,never,69.0,f,no
26,athletic,anything,socially,never,66.0,f,no
30,fit,anything,socially,never,66.0,f,no
40,average,anything,socially,never,63.0,f,sometimes
18,fit,vegetarian,socially,never,64.0,f,no
31,curvy,other,not at all,never,66.0,f,no
39,curvy,vegetarian,socially,never,63.0,f,no
60,athletic,anything,socially,never,67.0,f,no
24,athletic,vegetarian,socially,never,64.0,f,no
24,average,vegetarian,often,often,63.0,f,yes
61,average,anything,socially,never,65.0,f,no
29,average,anything,socially,never,64.0,f,when drinking
40,average,other,socially,never,67.0,f,no
44,average,vegetarian,rarely,never,64.0,f,no
31,athletic,anything,socially,never,71.0,m,sometimes
41,athletic,anything,rarely,never,69.0,m,no
32,athletic,anything,socially,never,68.0,m,no
29,fit,anything,rarely,never,68.0,f,no
28,athletic,anything,socially,never,70.0,f,no
28,full figured,anything,rarely,never,67.0,f,no
24,fit,anything,socially,never,77.0,m,no
40,athletic,anything,socially,never,71.0,m,sometimes
23,a little extra,anything,socially,never,67.0,m,no
69,a little extra,anything,rarely,never,68.0,f,no
40,athletic,anything,socially,never,64.0,f,no
27,athletic,anything,very often,sometimes,72.0,m,yes
34,average,anything,socially,never,64.0,f,no
39,average,other,desperately,often,70.0,f,no
30,average,anything,socially,never,64.0,m,when drinking
63,average,vegetarian,rarely,never,67.0,m,no
32,athletic,anything,socially,never,69.0,m,no
26,skinny,anything,socially,never,67.0,m,no
32,athletic,vegetarian,socially,sometimes,74.0,m,no
24,average,anything,socially,never,71.0,m,no
41,fit,anything,socially,never,65.0,f,no
33,a little extra,anything,rarely,never,67.0,m,no
27,used up,other,desperately,never,68.0,m,no
25,curvy,anything,socially,never,59.0,f,no
42,athletic,anything,socially,never,60.0,f,no
27,average,anything,socially,never,74.0,m,no
19,average,anything,rarely,never,66.0,m,no
29,fit,other,socially,never,66.0,f,no
37,athletic,anything,not at all,never,69.0,m,no
24,athletic,anything,socially,never,64.0,m,sometimes
44,average,vegetarian,socially,never,75.0,m,no
30,average,anything,often,never,66.0,m,no
42,average,anything,socially,never,70.0,m,no
35,average,anything,socially,never,78.0,m,no
25,average,anything,rarely,never,68.0,f,trying to quit
22,curvy,anything,socially,never,69.0,f,no
24,average,anything,rarely,never,69.0,m,no
47,average,anything,socially,never,71.0,m,no
24,athletic,anything,rarely,never,71.0,m,no
25,fit,anything,socially,never,69.0,m,no
27,thin,anything,rarely,never,70.0,m,no
23,average,anything,socially,never,73.0,m,no
25,fit,anything,socially,never,67.0,f,no
29,fit,anything,socially,never,74.0,m,no
21,curvy,anything,socially,never,59.0,f,no
30,athletic,anything,socially,never,72.0,m,no
23,athletic,anything,socially,never,63.0,f,no
52,full figured,anything,not at all,never,68.0,f,no
36,athletic,vegetarian,socially,never,62.0,f,no
32,fit,anything,socially,never,67.0,m,no
47,athletic,vegetarian,socially,never,67.0,m,no
23,a little extra,anything,rarely,never,73.0,m,when drinking
22,athletic,vegetarian,socially,sometimes,71.0,f,sometimes
23,jacked,vegetarian,socially,sometimes,95.0,f,sometimes
47,fit,anything,socially,never,63.0,f,no
42,average,anything,socially,never,72.0,m,no
28,average,vegan,socially,never,66.0,m,no
49,a little extra,anything,socially,never,69.0,m,no
44,athletic,anything,socially,never,70.0,m,no
28,fit,anything,socially,never,64.0,f,no
54,full figured,anything,socially,never,69.0,f,trying to quit
28,athletic,vegan,socially,never,62.0,f,no
30,fit,vegetarian,socially,never,67.0,f,no
22,thin,anything,socially,sometimes,62.0,f,no
21,curvy,anything,socially,never,65.0,f,no
30,average,anything,often,never,62.0,f,no
22,skinny,vegetarian,rarely,never,62.0,f,no
35,fit,vegetarian,socially,never,68.0,f,no
36,athletic,anything,socially,never,72.0,m,no
50,a little extra,anything,socially,never,60.0,f,no
26,average,anything,socially,never,70.0,f,no
35,athletic,anything,often,never,66.0,f,no
22,fit,vegetarian,socially,sometimes,65.0,f,no
31,full figured,anything,socially,never,70.0,f,no
44,average,anything,socially,never,65.0,f,no
27,curvy,vegetarian,socially,never,66.0,f,sometimes
22,overweight,anything,socially,never,64.0,f,no
34,fit,anything,socially,never,64.0,f,no
26,thin,anything,socially,never,69.0,f,no
34,athletic,anything,socially,never,68.0,f,sometimes
24,athletic,anything,often,never,66.0,f,no
19,curvy,anything,socially,never,65.0,f,no
50,fit,anything,socially,never,65.0,f,no
49,a little extra,anything,socially,sometimes,67.0,f,no
43,curvy,anything,socially,never,65.0,f,no
22,average,anything,socially,sometimes,64.0,f,yes
30,athletic,vegetarian,socially,never,64.0,f,no
23,full figured,anything,very often,sometimes,70.0,f,when drinking
49,average,other,socially,never,65.0,f,no
26,curvy,anything,socially,never,64.0,f,no
38,thin,anything,socially,never,64.0,f,no
40,average,anything,socially,never,70.0,m,no
45,average,anything,socially,never,79.0,m,no
28,athletic,anything,socially,never,70.0,m,no
31,average,vegetarian,socially,sometimes,66.0,f,when drinking
65,average,other,rarely,never,68.0,f,no
32,fit,anything,socially,never,59.0,f,no
27,curvy,vegetarian,rarely,never,62.0,f,no
60,athletic,vegetarian,rarely,never,63.0,f,no
52,fit,anything,not at all,never,70.0,m,no
42,fit,anything,socially,never,59.0,f,no
26,thin,vegetarian,socially,sometimes,68.0,f,no
31,average,anything,socially,never,69.0,m,sometimes
26,athletic,anything,rarely,never,64.0,f,no
42,average,anything,socially,never,71.0,m,no
31,curvy,anything,often,sometimes,61.0,f,no
33,average,anything,socially,never,75.0,m,no
44,average,other,socially,never,61.0,f,when drinking
52,curvy,anything,rarely,never,66.0,f,no
50,fit,anything,often,never,62.0,f,no
51,curvy,anything,socially,never,64.0,f,no
25,athletic,vegetarian,rarely,never,71.0,m,no
66,thin,anything,not at all,never,67.0,m,no
43,fit,anything,socially,never,71.0,m,no
46,average,anything,rarely,never,72.0,m,no
26,full figured,anything,socially,never,65.0,f,no
22,fit,anything,socially,sometimes,76.0,m,no
25,skinny,vegetarian,socially,never,66.0,f,no
30,fit,anything,socially,never,69.0,f,no
26,average,anything,socially,never,66.0,f,no
62,average,anything,socially,never,62.0,f,no
61,curvy,anything,socially,never,68.0,f,no
32,fit,anything,socially,never,74.0,m,sometimes
27,skinny,vegetarian,rarely,sometimes,70.0,m,sometimes
56,athletic,anything,socially,never,74.0,m,no
33,athletic,anything,rarely,never,65.0,f,no
62,fit,anything,socially,never,69.0,m,no
42,curvy,vegetarian,socially,never,64.0,f,no
49,athletic,vegetarian,socially,sometimes,69.0,m,no
48,athletic,vegetarian,socially,never,74.0,m,no
23,athletic,anything,socially,never,94.0,m,no
39,athletic,anything,socially,never,73.0,m,no
44,fit,anything,rarely,never,67.0,f,no
